,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,アルバイト,200113,坂本太郎,2009,1972/8/8,50代,6,0,0,1,PA,R200113,,,3,3,3,5,3,,3,3,2,3,2,4,4,5,4,3,,,,3,3,1,4,1,3,,4,4,,,4,5,3,4,3,3,4,3,3,5,4,5,,,,4,4,3,,4,,3,3,,,,,,,,3,4,4,4,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,アルバイト,200114,青木陽介,2019,1981/5/9,40代,7,0,0,1,PA,R200114,,,5,5,5,5,5,,5,4,4,4,5,5,5,5,5,4,,,,5,5,2,5,4,5,,5,5,,,2,5,5,5,5,5,5,5,5,5,5,5,,,,4,5,5,,5,,5,5,,,,,,,,1,5,5,5,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,アルバイト,200115,渡辺達也,2014,1976/2/26,40代,0,0,0,1,PA,R200115,,,5,5,5,4,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,3,5,4,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,アルバイト,200116,中村美月,2019,1997/11/13,20代,14,0,0,1,PA,R200116,,,2,3,4,4,4,,4,3,4,2,4,3,3,4,5,4,,,,5,2,3,2,1,2,,2,3,,,1,1,4,4,3,3,4,3,3,4,3,3,,,,5,3,3,,4,,4,4,,,,,,,,4,4,4,4,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,パート,200117,青木さくら,2020,1987/8/9,30代,9,0,0,1,PA,R200117,,,5,5,5,5,5,,5,5,5,4,4,5,5,5,5,4,,,,4,4,4,5,3,5,,4,4,,,1,5,5,5,5,5,5,5,5,5,5,5,,,,4,4,5,,5,,5,5,,,,,,,,3,5,5,5,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200118,福田彩花,2007,1982/8/25,40代,3,0,0,1,PA,R200118,,,5,5,5,5,5,,5,5,5,5,5,3,3,5,5,5,,,,5,5,1,5,1,5,,5,5,,,4,3,5,5,5,5,5,5,5,5,5,5,,,,1,5,5,,5,,5,5,,,,,,,,4,5,5,5,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,パート,200119,井上康介,2024,1990/1/10,30代,5,0,0,1,PA,R200119,,,5,5,5,5,5,,4,5,5,3,4,5,5,2,5,3,,,,5,5,4,5,2,4,,5,5,,,4,3,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,パート,200120,清水真一,2010,1975/3/14,50代,24,0,0,1,PA,R200120,,,5,5,5,5,5,,5,5,5,5,5,4,5,5,5,5,,,,5,5,5,5,3,4,,4,5,,,3,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,2,5,5,5,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,パート,200121,鈴木結衣,2025,1979/3/3,40代,9,0,0,1,PA,R200121,,,2,2,2,2,3,,2,3,3,2,2,2,2,3,4,3,,,,3,2,4,1,2,2,,1,2,,,3,3,2,2,2,2,2,2,2,2,2,2,,,,1,3,3,,3,,2,2,,,,,,,,4,2,2,2,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,パート,200122,山崎一郎,2009,1996/1/21,30代,5,0,0,1,PA,R200122,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,1,3,2,3,,3,3,,,4,4,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,1,3,3,3,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,パート,200123,小林葵,2005,1984/1/13,40代,13,0,0,1,PA,R200123,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,2,5,1,5,,5,5,,,5,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,3,5,5,5,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,パート,200124,吉田英樹,2011,1993/10/3,30代,15,0,0,1,PA,R200124,,,3,4,4,4,4,,4,4,5,5,4,4,5,5,4,4,,,,2,3,3,4,3,3,,4,5,,,2,4,4,4,5,5,4,5,5,5,4,3,,,,4,4,5,,3,,4,5,,,,,,,,5,3,3,4,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,パート,200125,後藤香織,2008,1970/6/2,50代,21,0,0,1,PA,R200125,,,3,3,2,3,3,,3,2,2,3,2,3,3,3,3,3,,,,3,2,2,3,3,3,,3,3,,,2,1,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,4,3,3,3,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,パート,200126,高橋美月,2011,1997/9/8,20代,23,0,0,1,PA,R200126,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,5,5,1,3,4,3,,3,3,,,4,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,1,3,3,3,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,パート,200127,加藤和也,2017,1994/11/22,30代,5,0,0,1,PA,R200127,,,4,4,3,4,5,,4,4,4,4,3,3,4,5,3,5,,,,5,2,5,5,1,4,,4,4,,,3,5,5,3,5,5,3,5,5,5,5,2,,,,3,5,5,,3,,5,3,,,,,,,,2,3,4,3,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,アルバイト,200128,前田麻衣,2018,1997/1/9,20代,18,0,0,1,PA,R200128,,,3,3,3,4,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,5,3,1,3,,3,3,,,5,4,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,2,3,3,3,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,パート,200129,後藤翔太,2024,1993/7/27,30代,14,0,0,1,PA,R200129,,,3,3,3,3,4,,2,2,2,3,2,4,3,4,3,3,,,,3,3,5,3,3,2,,2,4,,,4,4,3,4,4,4,4,4,4,3,3,3,,,,2,4,3,,4,,2,3,,,,,,,,4,3,3,3,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,パート,200130,前田美月,2025,1971/12/12,50代,21,0,0,1,PA,R200130,,,3,3,3,4,4,,3,2,3,2,2,1,3,5,4,5,,,,4,3,2,3,2,2,,1,2,,,5,4,4,4,4,4,4,4,4,4,3,5,,,,4,5,3,,4,,2,3,,,,,,,,5,2,2,2,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,パート,200131,佐藤達也,2014,1990/11/27,30代,5,0,0,1,PA,R200131,,,5,5,5,5,5,,5,5,5,5,4,3,5,4,5,4,,,,5,5,1,5,5,4,,5,5,,,4,4,4,5,5,5,5,5,5,5,5,5,,,,4,3,3,,4,,3,5,,,,,,,,5,5,5,5,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,佐藤優子,1013,1013店,パート･アルバイト,アルバイト,200132,林陽菜,2023,1994/7/10,30代,5,0,0,1,PA,R200132,,,4,3,3,3,3,,3,3,3,4,4,3,4,3,4,5,,,,3,3,5,4,1,3,,2,3,,,5,1,4,3,3,3,3,3,3,3,4,5,,,,4,3,4,,3,,3,5,,,,,,,,1,4,4,4,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,パート,200133,青木美月,2013,1985/10/12,40代,20,0,0,1,PA,R200133,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,1,3,4,3,,3,3,,,2,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,4,3,3,3,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,パート,200134,太田英樹,2025,1994/12/21,30代,4,0,0,1,PA,R200134,,,4,4,4,5,5,,4,4,4,5,5,4,5,5,5,5,,,,5,4,2,4,3,4,,4,3,,,1,1,4,4,4,4,4,4,4,4,5,4,,,,5,5,4,,4,,4,4,,,,,,,,5,5,5,4,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,アルバイト,200135,林紗月,2015,2001/10/23,20代,2,0,0,1,PA,R200135,,,3,3,4,3,3,,3,3,3,4,2,2,2,5,2,4,,,,3,3,2,3,4,3,,3,3,,,1,2,3,3,5,5,3,5,5,3,4,3,,,,3,3,2,,3,,2,3,,,,,,,,3,2,3,3,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,アルバイト,200136,山本美月,2024,1998/1/3,20代,12,0,0,1,PA,R200136,,,3,3,2,2,4,,2,2,1,5,3,2,5,5,4,4,,,,3,2,4,3,1,4,,4,5,,,5,5,5,5,5,5,5,5,5,4,4,4,,,,3,4,3,,4,,2,3,,,,,,,,3,3,2,2,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,パート,200137,山本杏,2021,2000/8/4,20代,11,0,0,1,PA,R200137,,,5,5,4,5,5,,5,5,5,5,5,5,5,5,5,5,,,,4,3,3,5,5,4,,3,5,,,4,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,4,5,5,5,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,パート,200138,岡田俊介,2014,1997/1/5,20代,19,0,0,1,PA,R200138,,,4,5,4,4,5,,4,5,4,4,4,4,5,5,4,4,,,,4,4,5,5,2,5,,5,4,,,1,5,5,5,4,4,5,4,4,4,4,2,,,,3,4,4,,5,,4,4,,,,,,,,2,4,5,5,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,パート,200139,林蓮,2023,1998/9/2,20代,14,0,0,1,PA,R200139,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,4,3,2,3,,3,3,,,3,4,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,4,3,3,3,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,アルバイト,200140,渡辺美穂,2013,1975/10/26,50代,7,0,0,1,PA,R200140,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,4,5,2,5,,5,5,,,2,4,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,3,5,5,5,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,アルバイト,200141,近藤悠真,2022,1994/3/13,30代,15,0,0,1,PA,R200141,,,2,3,4,4,4,,2,3,2,3,2,2,4,4,3,3,,,,4,2,4,4,3,4,,4,5,,,4,3,5,4,5,5,4,5,5,4,4,5,,,,4,4,4,,5,,2,4,,,,,,,,2,2,4,3,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,パート,200142,村上真由美,2016,1988/1/9,30代,15,0,0,1,PA,R200142,,,3,3,3,4,3,,3,3,3,3,3,2,3,5,3,4,,,,3,2,2,4,3,2,,2,4,,,4,5,3,3,4,4,3,4,4,5,5,5,,,,4,4,3,,3,,3,4,,,,,,,,2,3,4,3,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,パート,200143,木村優子,2009,1974/9/3,50代,9,0,0,1,PA,R200143,,,3,3,3,3,3,,3,2,2,3,3,3,3,3,3,3,,,,3,3,5,3,2,3,,3,3,,,1,5,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,2,3,3,3,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,パート,200144,松本美穂,2014,1976/11/15,40代,12,0,0,1,PA,R200144,,,4,4,4,5,4,,4,5,5,5,4,4,5,5,4,5,,,,5,4,3,3,1,5,,3,5,,,1,2,5,5,5,5,5,5,5,5,4,5,,,,4,5,4,,5,,4,4,,,,,,,,2,4,5,5,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,パート,200145,高橋楓,2007,1977/11/12,40代,12,0,0,1,PA,R200145,,,2,2,2,3,2,,2,1,2,1,2,1,2,4,2,4,,,,2,1,2,1,5,2,,2,4,,,4,2,2,2,5,5,2,5,5,4,3,5,,,,4,3,3,,3,,2,2,,,,,,,,5,2,2,2,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,パート,200146,斎藤美穂,2015,1998/7/13,20代,17,0,0,1,PA,R200146,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,2,5,4,5,,5,5,,,4,2,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,1,5,5,5,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,アルバイト,200147,遠藤隆,2010,1977/2/5,40代,23,0,0,1,PA,R200147,,,4,5,4,4,4,,4,4,4,4,4,4,3,4,3,4,,,,4,4,5,4,1,4,,4,4,,,4,2,4,5,4,4,5,4,4,5,5,4,,,,5,4,4,,4,,5,4,,,,,,,,3,4,3,4,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,アルバイト,200148,中村達也,2013,2001/10/1,20代,5,0,0,1,PA,R200148,,,5,5,5,5,5,,5,4,5,5,5,5,5,5,5,5,,,,5,5,3,5,3,5,,5,5,,,2,4,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,4,5,5,5,
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,アルバイト,200149,山本直樹,2021,1984/6/6,40代,8,0,0,1,PA,R200149,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,3,5,,5,5,,,2,2,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,4,5,5,5,
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,パート,200150,清水一郎,2013,2005/6/28,20代,20,0,0,1,PA,R200150,,,4,5,3,4,5,,4,3,3,5,3,3,4,3,4,3,,,,5,5,3,4,2,4,,4,4,,,2,3,5,5,5,5,5,5,5,4,4,4,,,,4,4,4,,4,,3,5,,,,,,,,2,4,4,4,
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,アルバイト,200151,後藤真由美,2010,2001/8/28,20代,12,0,0,1,PA,R200151,,,3,5,5,5,4,,5,5,5,4,5,4,2,5,5,5,,,,5,2,4,3,1,3,,5,4,,,5,3,4,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,佐藤優子,1013,1013店,パート･アルバイト,パート,200152,橋本亮,2015,1988/9/10,30代,1,0,0,1,PA,R200152,,,5,5,5,5,5,,5,5,5,5,5,5,5,3,5,3,,,,5,5,2,5,5,5,,5,5,,,4,1,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,2,5,5,5,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,アルバイト,200153,斎藤誠,2007,1981/6/20,40代,25,0,0,1,PA,R200153,,,3,3,3,3,3,,2,3,3,3,3,3,3,3,3,3,,,,3,3,4,3,4,3,,3,3,,,5,4,3,3,3,3,3,3,3,3,3,3,,,,1,3,3,,3,,2,3,,,,,,,,2,3,3,3,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,アルバイト,200154,藤井彩花,2016,1994/7/4,30代,25,0,0,1,PA,R200154,,,5,5,5,5,4,,5,5,5,4,4,4,5,5,5,5,,,,4,4,2,4,2,4,,4,5,,,5,5,4,5,2,2,5,2,2,5,5,2,,,,1,5,5,,5,,4,4,,,,,,,,5,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,パート,200155,後藤花子,2021,1979/10/28,40代,1,0,0,1,PA,R200155,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,5,3,,3,3,,,5,2,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,パート,200156,遠藤康介,2005,1977/1/20,40代,21,0,0,1,PA,R200156,,,2,3,3,3,3,,3,3,3,3,2,2,2,3,3,3,,,,3,3,2,3,4,3,,2,3,,,2,2,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,1,3,3,3,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,アルバイト,200157,松本浩,2009,1980/5/21,40代,0,0,0,1,PA,R200157,,,4,4,4,3,3,,3,3,3,4,4,4,4,3,3,3,,,,3,3,3,3,1,3,,4,4,,,1,1,3,4,3,3,4,3,3,3,3,4,,,,3,4,3,,3,,4,3,,,,,,,,2,4,3,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200158,阿部奈々,2007,1999/2/26,20代,2,0,0,1,PA,R200158,,,5,5,5,5,5,,5,5,5,4,5,5,5,5,5,5,,,,5,5,5,4,5,5,,5,5,,,1,4,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,4,5,5,4,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,アルバイト,200159,中村杏,2012,1971/4/2,50代,8,0,0,1,PA,R200159,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,2,4,3,5,3,,2,3,,,4,4,3,3,3,3,3,3,3,3,3,3,,,,2,3,3,,3,,3,3,,,,,,,,3,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,パート,200160,斎藤陽介,2010,1983/12/10,40代,4,0,0,1,PA,R200160,,,5,5,5,5,5,,5,3,4,5,5,5,5,5,5,5,,,,5,5,3,5,5,5,,5,5,,,1,2,5,5,5,5,5,5,5,5,5,4,,,,4,5,4,,5,,4,5,,,,,,,,4,4,4,4,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,パート,200161,橋本剛,2013,1999/4/24,20代,0,0,0,1,PA,R200161,,,3,3,3,3,3,,3,3,3,3,2,3,2,3,5,4,,,,3,4,4,3,4,2,,3,3,,,5,2,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,5,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,パート,200162,青木翔太,2006,1998/8/22,20代,18,0,0,1,PA,R200162,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,2,5,2,5,,5,5,,,2,4,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,2,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,パート,200163,藤田陽菜,2017,1990/11/20,30代,12,0,0,1,PA,R200163,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,5,,,3,4,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,2,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,パート,200164,山本雄一,2025,2000/11/9,20代,11,0,0,1,PA,R200164,,,5,5,5,5,5,,4,3,4,5,5,5,5,5,5,5,,,,5,5,5,3,3,4,,4,5,,,2,1,5,5,5,5,5,5,5,5,5,4,,,,4,4,4,,5,,3,4,,,,,,,,3,4,4,5,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,パート,200165,小川和也,2023,2005/3/22,20代,18,0,0,1,PA,R200165,,,3,3,3,3,3,,3,3,3,3,2,3,3,5,3,3,,,,3,3,4,3,5,3,,3,3,,,1,3,3,3,3,3,3,3,3,5,5,5,,,,5,3,3,,3,,3,3,,,,,,,,2,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,アルバイト,200166,池田陽介,2015,1989/1/24,30代,18,0,0,1,PA,R200166,,,5,5,5,5,5,,5,5,5,5,5,4,5,5,5,4,,,,5,4,1,5,1,5,,4,5,,,3,2,5,5,5,5,5,5,5,5,5,5,,,,2,4,4,,5,,5,5,,,,,,,,1,5,5,5,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,アルバイト,200167,西村奈々,2005,1987/5/11,30代,24,0,0,1,PA,R200167,,,4,5,4,3,3,,5,5,4,5,2,5,5,5,5,3,,,,5,5,2,5,1,4,,5,5,,,3,2,5,5,5,5,5,5,5,4,5,5,,,,2,3,3,,4,,2,5,,,,,,,,3,5,5,5,2
